1620135000.0,55891.78000000,55934.16000000,55522.69000000,55589.09000000,10.01861500,1620135899999,557924.70394169,247,5.22791700,291062.13744334,0
1620135900.0,55592.41000000,55618.12000000,55209.12000000,55429.60000000,10.60750900,1620136799999,587838.06568136,431,3.41002900,189128.79496759,0
1620136800.0,55463.61000000,55542.51000000,54922.38000000,55233.41000000,16.63191100,1620137699999,917937.79501343,465,4.70681400,259947.66196357,0
1620137700.0,55223.96000000,55480.52000000,54992.15000000,55310.26000000,18.31563600,1620138599999,1013017.15057945,641,8.29485000,458785.59912168,0
1620138600.0,55319.62000000,55354.37000000,54449.40000000,54726.08000000,20.99460900,1620139499999,1153388.29840290,827,6.89300000,378221.01848012,0
1620139500.0,54738.03000000,55116.24000000,54567.04000000,54841.71000000,9.93538200,1620140399999,545722.63164537,375,4.46627100,245406.03880666,0
1620140400.0,54824.86000000,54938.04000000,54115.84000000,54127.44000000,14.54120400,1620141299999,791791.36271096,746,5.31366100,289417.90107597,0
1620141300.0,54115.84000000,54250.00000000,53552.12000000,54233.26000000,24.45763600,1620142199999,1318292.19833686,954,12.83071900,691755.94819086,0
1620142200.0,54257.91000000,54547.38000000,54155.34000000,54450.26000000,37.91595600,1620143099999,2060929.10774046,909,16.59455900,901998.99353749,0
1620143100.0,54458.44000000,54471.52000000,53741.86000000,53810.36000000,12.26300000,1620143999999,664834.22965338,546,5.96830100,323736.51217545,0
1620144000.0,53795.41000000,54303.93000000,53501.77000000,54064.18000000,17.74491200,1620144899999,957798.69648788,769,8.01295700,432094.47299755,0
1620144900.0,54114.70000000,54147.30000000,53773.50000000,54042.81000000,14.23284400,1620145799999,768039.72346005,539,7.45398100,402267.08589026,0
1620145800.0,54014.12000000,54014.12000000,53535.26000000,53535.26000000,16.87192500,1620146699999,906412.76813139,647,9.18152400,493419.64499936,0
1620146700.0,53535.26000000,53857.10000000,53216.72000000,53852.86000000,24.20008800,1620147599999,1294609.76443078,759,14.06813400,752568.21672859,0
1620147600.0,53834.26000000,54155.10000000,53810.11000000,53904.61000000,9.42453900,1620148499999,509171.56257870,385,4.79378600,259050.87729760,0
1620148500.0,53915.42000000,54173.94000000,53727.32000000,54116.90000000,6.41150800,1620149399999,346067.19740693,318,3.62201200,195556.77544134,0
1620149400.0,54092.10000000,54237.28000000,53921.91000000,54235.82000000,9.69456000,1620150299999,524064.72206675,399,4.92894900,266422.86543205,0
1620150300.0,54235.82000000,54280.64000000,54001.80000000,54148.99000000,7.12221600,1620151199999,385798.28587591,238,3.62851200,196611.75624371,0
1620151200.0,54167.18000000,54304.42000000,54031.30000000,54229.01000000,4.09935600,1620152099999,222114.99246336,220,2.21920600,120231.32921580,0
1620152100.0,54229.01000000,54229.01000000,53991.43000000,54134.10000000,7.23095300,1620152999999,391282.90686179,260,3.59392200,194507.86610440,0
1620153000.0,54148.14000000,54643.72000000,54075.07000000,54621.85000000,13.52163100,1620153899999,735812.46608320,412,8.03233000,437317.92363119,0
1620153900.0,54546.95000000,54741.24000000,54516.76000000,54637.41000000,8.91710800,1620154799999,487100.54368870,327,5.88925400,321709.74080248,0
1620154800.0,54481.21000000,54557.66000000,54295.02000000,54310.94000000,6.88813300,1620155699999,375202.45760788,282,3.90526800,212738.14986419,0
1620155700.0,54311.77000000,54493.77000000,54311.77000000,54320.57000000,2.57330100,1620156599999,140006.37418116,156,1.47127400,80056.38437872,0
1620156600.0,54322.48000000,54471.46000000,54226.92000000,54439.06000000,2.85586200,1620157499999,155276.19928327,176,1.29101100,70204.61437709,0
1620157500.0,54468.82000000,54554.87000000,54307.44000000,54533.62000000,3.63956500,1620158399999,198152.69122033,163,1.75458800,95549.87695329,0
1620158400.0,54533.63000000,54669.63000000,54429.41000000,54608.22000000,4.71319600,1620159299999,257186.51780160,226,3.12211300,170345.68758197,0
1620159300.0,54635.85000000,54657.84000000,53960.26000000,53970.16000000,5.49524900,1620160199999,298349.09471958,273,1.87436500,101826.05281887,0
1620160200.0,53999.60000000,54286.20000000,53902.22000000,54266.48000000,5.25904900,1620161099999,284505.20361185,257,3.04781000,164897.80625265,0
1620161100.0,54256.04000000,54820.72000000,54256.04000000,54723.84000000,5.32439000,1620161999999,291066.88243461,264,2.93747100,160566.31033384,0
1620162000.0,54732.72000000,54802.68000000,54440.08000000,54656.76000000,5.20271900,1620162899999,284201.72037635,179,2.83797600,155107.96468970,0
1620162900.0,54628.74000000,54656.36000000,54504.28000000,54592.91000000,1.71925600,1620163799999,93828.67267446,84,1.09337900,59673.81733879,0
1620163800.0,54609.55000000,54633.19000000,54293.82000000,54305.50000000,3.22331700,1620164699999,175481.18957407,110,1.14481800,62383.44257259,0
1620164700.0,54320.68000000,54437.84000000,54211.25000000,54365.28000000,3.58585500,1620165599999,194898.05317859,173,0.99490800,54070.81501013,0
1620165600.0,54354.36000000,54421.69000000,53948.12000000,54035.30000000,13.41119500,1620166499999,726958.54934058,388,5.20159500,281928.41469560,0
1620166500.0,54038.01000000,54098.90000000,53931.96000000,53957.94000000,5.56009700,1620167399999,300282.40863666,183,3.05976900,165217.26688974,0
1620167400.0,53943.92000000,53943.92000000,53551.72000000,53573.27000000,9.30305400,1620168299999,499831.71310670,345,3.66487600,196802.80703828,0
1620168300.0,53592.39000000,54123.67000000,53571.73000000,54089.29000000,11.68021700,1620169199999,629119.08769683,451,7.60237700,409281.23851943,0
1620169200.0,54074.27000000,54225.27000000,53870.04000000,54174.66000000,13.18040700,1620170099999,712198.69275400,407,7.24828800,391696.07411509,0
1620170100.0,54147.91000000,54147.91000000,53804.69000000,53998.53000000,9.41236000,1620170999999,508513.47017059,295,4.78691800,258655.71189128,0
1620171000.0,54008.61000000,54186.81000000,53777.16000000,53813.39000000,7.12978900,1620171899999,385142.13453622,268,3.37847400,182508.36543284,0
1620171900.0,53766.60000000,53779.76000000,53084.81000000,53206.25000000,17.42385400,1620172799999,929277.86686106,605,6.21347200,331447.05567109,0
1620172800.0,53196.41000000,53839.30000000,52914.20000000,53755.07000000,23.85003300,1620173699999,1271972.01563471,700,13.55180800,722229.61270507,0
1620173700.0,53762.16000000,54068.06000000,53743.90000000,54064.74000000,7.17579400,1620174599999,386607.52305353,339,4.21683500,227163.84269295,0
1620174600.0,54047.78000000,54735.85000000,54047.78000000,54647.14000000,11.01279500,1620175499999,599084.31833439,548,5.24652400,285629.39461662,0
1620175500.0,54663.78000000,54867.51000000,54546.52000000,54556.07000000,17.76565300,1620176399999,971989.29867139,579,9.45202300,517246.56980394,0
1620176400.0,54576.15000000,55060.55000000,54576.15000000,54960.79000000,11.57214300,1620177299999,635188.54113753,405,7.75325300,425560.48031609,0
1620177300.0,54952.58000000,55084.28000000,54712.44000000,54763.19000000,4.53658100,1620178199999,248938.20160791,217,1.45032000,79656.12331755,0
1620178200.0,54787.59000000,54839.39000000,54607.89000000,54697.70000000,5.56479400,1620179099999,304490.95688146,278,2.41335400,132063.61447379,0
1620179100.0,54682.76000000,54887.39000000,54666.82000000,54755.42000000,4.11727600,1620179999999,225744.54246828,176,2.36930600,129892.08592943,0
1620180000.0,54748.71000000,55270.35000000,54664.97000000,55255.83000000,12.41728100,1620180899999,682942.09358548,363,7.54602800,414935.53548261,0
1620180900.0,55264.47000000,55415.34000000,55062.18000000,55214.01000000,8.84653800,1620181799999,488764.39550502,345,4.69882800,259538.12980373,0
1620181800.0,55211.58000000,55356.23000000,55029.58000000,55089.08000000,6.01514900,1620182699999,331919.03744476,251,3.80409100,210001.23010458,0
1620182700.0,55106.37000000,55200.13000000,54916.50000000,55016.67000000,5.53146900,1620183599999,304317.54415161,193,3.91078000,215109.67292874,0
1620183600.0,55071.58000000,55200.32000000,54874.89000000,54904.59000000,6.96892900,1620184499999,383327.36935462,238,2.78819500,153406.22971905,0
1620184500.0,54893.54000000,55189.62000000,54874.67000000,55013.07000000,6.63708400,1620185399999,365329.39658374,262,2.96759500,163351.19185787,0
1620185400.0,55016.91000000,55222.22000000,54901.70000000,54978.25000000,4.93058900,1620186299999,271323.94852619,212,1.68566200,92787.44862175,0
1620186300.0,54976.99000000,54976.99000000,54718.32000000,54792.38000000,8.37181700,1620187199999,459168.84873783,379,3.45278100,189313.21277453,0
1620187200.0,54802.29000000,55004.30000000,54783.46000000,54857.57000000,8.75942500,1620188099999,480815.60067339,333,2.83211800,155451.51464189,0
1620188100.0,54816.20000000,54879.16000000,54734.12000000,54812.62000000,10.25565700,1620188999999,562039.00304475,322,6.95387800,381086.82648488,0
1620189000.0,54812.62000000,55272.46000000,54756.44000000,54770.15000000,10.72442600,1620189899999,590244.33254194,381,4.54499400,250072.22077298,0
1620189900.0,54747.03000000,54835.04000000,54444.83000000,54530.00000000,5.95411000,1620190799999,325330.68516514,319,3.54895900,193875.33779633,0
1620190800.0,54568.09000000,54593.84000000,54267.51000000,54487.33000000,10.83993800,1620191699999,589520.10546908,353,3.54530100,192874.98993620,0
1620191700.0,54503.91000000,54725.80000000,54427.86000000,54615.88000000,3.98764600,1620192599999,217747.24866919,191,2.35302000,128445.38951611,0
1620192600.0,54610.51000000,54910.86000000,54574.79000000,54750.36000000,7.27145800,1620193499999,398479.36666724,258,5.01944300,275127.04186357,0
1620193500.0,54731.58000000,54731.58000000,54425.22000000,54687.32000000,7.18875700,1620194399999,392257.28358694,327,3.59418100,196059.50534889,0
1620194400.0,54706.74000000,54719.06000000,54524.18000000,54576.87000000,4.07286300,1620195299999,222446.93373338,182,1.33421800,72867.89633500,0
1620195300.0,54576.58000000,54586.15000000,54071.36000000,54323.85000000,10.24934400,1620196199999,556155.14984008,399,4.20670400,228225.29137948,0
1620196200.0,54308.63000000,54308.63000000,53931.37000000,54021.02000000,10.34780500,1620197099999,559387.50596329,367,5.08118400,274701.60625578,0
1620197100.0,54035.51000000,54442.34000000,54035.51000000,54438.29000000,10.92205800,1620197999999,592190.92969133,342,6.11063800,331236.08505630,0
1620198000.0,54431.66000000,54474.11000000,54319.93000000,54474.11000000,4.23857700,1620198899999,230614.39227722,164,2.45663500,133631.19638475,0
1620198900.0,54467.53000000,54571.33000000,54446.23000000,54534.44000000,2.14788700,1620199799999,117070.02182203,87,1.29782100,70731.65809634,0
1620199800.0,54526.72000000,54750.00000000,54523.60000000,54750.00000000,1.72409900,1620200699999,94146.51223405,88,0.79368600,43331.76520795,0
1620200700.0,54745.75000000,55026.50000000,54704.63000000,54829.51000000,4.98216700,1620201599999,273390.59741982,155,1.86510800,102368.81114629,0
1620201600.0,54861.72000000,54966.20000000,54706.80000000,54723.59000000,5.28167100,1620202499999,289737.30489892,204,2.28651400,125427.75739842,0
1620202500.0,54720.00000000,55222.22000000,54720.00000000,55222.22000000,5.11368900,1620203399999,281299.87631957,187,3.04748900,167576.76243332,0
1620203400.0,55231.13000000,55320.53000000,55127.99000000,55279.58000000,5.11469400,1620204299999,282324.31651140,205,1.36459400,75360.17140639,0
1620204300.0,55303.33000000,55539.53000000,55303.33000000,55435.62000000,8.20598500,1620205199999,454829.69707014,318,4.65820500,258184.42721318,0
1620205200.0,55433.96000000,55471.99000000,55232.76000000,55245.92000000,3.49764600,1620206099999,193561.55487632,180,1.25641200,69533.25222368,0
1620206100.0,55265.67000000,55331.05000000,55081.46000000,55118.42000000,4.52457800,1620206999999,249966.34579898,150,2.23495500,123448.27407435,0
1620207000.0,55146.56000000,55398.97000000,55146.56000000,55243.77000000,4.57937400,1620207899999,253243.79590962,166,2.10199000,116225.36577998,0
1620207900.0,55243.77000000,55383.64000000,55222.23000000,55364.83000000,4.87602800,1620208799999,269680.83864048,168,1.27419800,70475.58604385,0
1620208800.0,55364.83000000,55468.89000000,55214.54000000,55224.24000000,4.19873200,1620209699999,232220.25127125,214,2.43727900,134815.76593324,0
1620209700.0,55243.53000000,55323.52000000,55076.38000000,55227.05000000,8.28040100,1620210599999,456939.87317998,231,3.97831300,219592.34414212,0
1620210600.0,55219.22000000,55484.87000000,55219.22000000,55318.89000000,7.18460100,1620211499999,397764.06020865,227,4.04477300,223926.42777315,0
1620211500.0,55306.83000000,55791.45000000,55216.44000000,55631.30000000,7.16995300,1620212399999,398745.23828574,339,3.88095000,215747.49249611,0
1620212400.0,55654.50000000,55661.41000000,55290.08000000,55372.42000000,8.27509500,1620213299999,458750.72585427,283,3.41695700,189282.58786937,0
1620213300.0,55354.22000000,55433.75000000,55162.95000000,55222.69000000,4.46735200,1620214199999,247076.18209898,198,1.68975900,93383.83306362,0
1620214200.0,55215.23000000,55308.34000000,55157.74000000,55228.23000000,2.37133700,1620215099999,130934.21038845,103,0.69712200,38498.01917534,0
1620215100.0,55206.25000000,55283.99000000,55022.76000000,55104.72000000,6.25175700,1620215999999,344899.92420228,179,2.48701700,137276.39406570,0
1620216000.0,55118.36000000,55332.80000000,55057.74000000,55264.76000000,3.00055300,1620216899999,165611.87914725,144,1.46289100,80700.40078327,0
1620216900.0,55323.51000000,55755.30000000,55320.58000000,55461.00000000,12.73629900,1620217799999,707637.10302368,397,5.71862500,317736.19649804,0
1620217800.0,55446.16000000,55556.54000000,55288.19000000,55357.24000000,11.15771300,1620218699999,617762.11080076,326,6.35871200,352021.80621737,0
1620218700.0,55338.92000000,55639.31000000,55309.31000000,55561.05000000,3.70564300,1620219599999,205538.92769357,165,1.61995100,89890.18155110,0
1620219600.0,55559.75000000,55741.18000000,55543.19000000,55573.77000000,9.42742200,1620220499999,524641.50087763,293,4.65278100,258894.33728151,0
1620220500.0,55573.28000000,56014.00000000,55545.59000000,55776.46000000,11.43217500,1620221399999,638157.15215840,401,6.58501400,367601.02295836,0
